drug,condition,review,rating
Metoprolol,Metoprolol Succinate ER (metoprolol) for Supraventricular Tachycardia:,"“The side effects outweighed any benefits. Extreme fatigue, weight gain, muscle and joint soreness.”","
3 "
Metoprolol,Metoprolol Succinate ER (metoprolol) for High Blood Pressure:,"“Since I started metoprolol XL I have a burning flushing feeling from my face, my neck, to my arms to my legs. Has anyone else experienced this ? My doctor does not believe me. I need help !!”","
5 "
Metoprolol,Metoprolol Tartrate (metoprolol) for High Blood Pressure:,“I had to stop taking  metoprolol as it gave me an irregular heartbeat. Rapid pulse and did not lower my blood pressure. I had to stop taking it.”,"
2 "
Metoprolol,For High Blood Pressure:,"“This medicine did lower my blood pressure, but the side effects were horrible. It caused hair loss, skin rash, weight gain, insomnia, tiredness, dizziness and depression. ”","
1 "
Metoprolol,Metoprolol Succinate ER (metoprolol) for High Blood Pressure:,"“After I started to to this I couldn't see, Heart was racing, arms and legs were numb, and I went from over 181/100 to 105/79 and lite Head.”","
1 "
Metoprolol,For High Blood Pressure:,“I started this medicine 3 months ago I used to have long beautiful hair now I've lost almost all of my hair I have bald spots I pray it grows back.”,"
1 "
Metoprolol,Metoprolol Succinate ER (metoprolol) for Supraventricular Tachycardia:,"“I do not like this medicine I have gained a lot of weight, runny nose, tired all the time and very bad and crazy dreams.”","
3 "
Metoprolol,For High Blood Pressure:,“Taking metoprolol for about 6 months now started out at 175 pounds and up to 196. Can't lose the weight for nothing. Medicine works great for my blood pressure but my weight gain is awful.”,"
10 "
Metoprolol,Metoprolol Succinate ER (metoprolol) for High Blood Pressure:,“Been on this drug for years to slow heart due to atrial fib.  Works very well. No complaints.”,1
Metoprolol,For High Blood Pressure:,"“I had many side effects.  Anxiety cold limbs insomnia and nightmares, rash, and heads.”","
1 "
Metoprolol,For High Blood Pressure:,“This drug gave me horrible side effects I'd rather take nothing then use this. I was always dizzy everything was a blur etc.”,"
1 "
Metoprolol,Toprol-XL (metoprolol) for High Blood Pressure:,"“This is the best meds ever , been on 25 mg ER  for 20 years , control mine BP for years , still just take 25 mg ,love this meds no side effect”","
10 "
Metoprolol,Metoprolol Succinate ER (metoprolol) for High Blood Pressure:,"“Worked fine in lowering and stabilizing blood pressure, however I switched off it because of sexual side effects.  Fatigue, which is a problem for many, was no problem for me.”","
9 "
Metoprolol,For High Blood Pressure:,“Does anybody get sleepy after eating?”,"
3 "
Metoprolol,For High Blood Pressure:,“BP 233/138 and metoprolol had no effect on it what so ever.”,"
3 "
Metoprolol,For Atrial Fibrillation:,"“Have gained weight, feel lethargic and irritable. Hair thinning. Constantly running nose, dizzy, slow heart rate. Actually feel terrible. Can't exercise as unbalanced.”",1
Metoprolol,Lopressor (metoprolol) for High Blood Pressure:,"“This medicine has done an excellent job with lowering my blood pressure. However, I have been having dry eyes and gas. On the positive side, this medicine is also good for anxiety!”","
7 "
Metoprolol,Metoprolol Succinate ER (metoprolol) for Atrial Fibrillation:,“I take 50mg 2x a day for years and it works great for me.”,"
10 "
Metoprolol,For Premature Ventricular Depolarizations:,“Works wonders for my PVCs”,"
10 "
Metoprolol,Toprol-XL (metoprolol) for High Blood Pressure:,“I have been on this medication for several years and it works. All my follow up visits have been good with the cardiologist.”,"
8 "
Metoprolol,Metoprolol Succinate ER (metoprolol) for Angina:,“Very dizzy on 25mg twice a day no energy. Dizzy driving big headaches brain fog and low heart rate”,"
4 "
Metoprolol,Metoprolol Succinate ER (metoprolol) for Supraventricular Tachycardia:,“I have been on metoprolol for well over a year now and have not had any negative side effects. The only thing I ever experienced was slight tiredness for a few days after having my dose increased.”,"
10 "
Metoprolol,Metoprolol Tartrate (metoprolol) for Angina:,“I like this pill. It relaxes me. My blood pressure went down and my chest pain has greatly decreased. I've been on it for less than a month.”,"
9 "
Metoprolol,Metoprolol Succinate ER (metoprolol) for High Blood Pressure:,“I needed to take this due to another medication I was taking. Never needed to be on anything else. Very happy with results”,"
8 "
Metoprolol,For High Blood Pressure:,"“This is a beta-blocker and makes me feel awful!  Nausea, dizziness, sleepy but restless, but the nausea is the worse. It may help some people, but my side effects are worse than the alternative!”","
1 "
Metoprolol,For High Blood Pressure:,"“Been on this medication for 2.5 months and it makes me feel bad. Memory lacking, headache and depressed. Only take 12.5 daily. BP and heart rate low. I guess its working but makes you feel sick.”","
4 "
Metoprolol,Lopressor (metoprolol) for High Blood Pressure:,"“I took Lopressor for 24 years it worked very well in lowering my blood pressure and even calming my anxiety but lately it doesn't work on me very well as before, I guess the doctor will change it.”","
10 "
Metoprolol,Metoprolol Succinate ER (metoprolol) for High Blood Pressure:,“Prescribed for my extremely high blood pressure and constant PVC's.  Has lowered my blood pressure but has done nothing for my PVC's.”,"
3 "
Metoprolol,For High Blood Pressure:,“I have been taking Metoprolol for about 14 years and have not had any side effects.”,"
8 "
Metoprolol,For High Blood Pressure:,“My blood pressure is 204 /114 - too high and it has been high in hospital. Metoprolol lower heart rate a little not blood pressure”,1
Metoprolol,For Atrial Fibrillation:,"“Metoprolol gave me extreme weariness, almost zombie like. Stopped it and next day felt much better.”","
5 "
Metoprolol,For High Blood Pressure:,"“This is an excellent drug especially if you have tachycardia.
I think not sufficient alone for control of hypertension, needs other medication as combination therapy”","
9 "
Metoprolol,For Migraine Prevention:,"“After suffering the past 2 years with increased migraines of 3-4 weekly, this medication began working almost immediately decreasing my migraines to 1 monthly.”","
10 "
Metoprolol,Metoprolol Tartrate (metoprolol) for High Blood Pressure:,“White spots In my mouth.  It only works for ten hours and then my ears start ringing telling me that my blood pressure is up again.”,"
1 "
Metoprolol,Metoprolol Succinate ER (metoprolol) for Mitral Valve Prolapse:,“I’ve been on Metoprolol for years and I absolutely can not miss a day of taking a pill because this med has regulated my heartbeat within minutes of swallowing it.”,"
9 "
Metoprolol,For Heart Failure:,"“I'm on this metoprolol for a viral heart failure and this medication is giving me panic attacks and low heart rate, very low BP, sweating, can't sleep, itching very scary feeling.”","
1 "
Metoprolol,For Premature Ventricular Depolarizations:,“I started metaprolol 12.5 mg for pvcs. The 25mg dropped my heart rate. I still have pvcs often. Do you think dose is too low.”,"
4 "
Metoprolol,For High Blood Pressure:,“Toprol xl  (50 mg) works great keeping my blood pressure down but gained about 20lbs and get very fatigued!  Depressing :(”,"
7 "
Metoprolol,Toprol-XL (metoprolol) for High Blood Pressure:,"“Took it 2 times and it gave me chest pain, nervousness and could not sleep.  Stopped taking it.”","
1 "
Metoprolol,Toprol-XL (metoprolol) for Supraventricular Tachycardia:,"“This medication  Toprolo-XL actually put me into cardiac arrest, lucky for me I was found quickly and revived, they are still trying different meds to lower my high heart rate.”","
1 "
Metoprolol,For High Blood Pressure:,“I had several trips to the Hospital for GERD Attacks.  The doctor said it was cause of the Metoprolol.  My doctor changed it and I had no more Gerd Attacks.”,"
8 "
Metoprolol,Metoprolol Succinate ER (metoprolol) for Supraventricular Tachycardia:,“Took it for about a month and a half after being diagnosed with SVT.  No episodes but had 2-3 episodes of fuzziness/confusion  while trying to work.  Dr switched me to Diltiazem.”,"
5 "
Metoprolol,For Supraventricular Tachycardia:,"“EFFECTIVE. VERY CALMING EFFECT, 4 MONTHS NO SIDE EFFECTS OTHER THAN VERY TIRED ON 50mg DAILY IN DIVIDED DOSE.”","
10 "
Metoprolol,For Atrial Fibrillation:,“My father was put on Metoporol in April....he is now very tired and is very forgetful....but not only that has hallucinations and does not stop talking in his sleep...”,1
Metoprolol,For High Blood Pressure:,“does not work and it makes me feel sick after four months of use.”,"
1 "
Metoprolol,For Atrial Fibrillation:,“I've had zero issue's taking 25mg once daily in the morning and I haven't had an episode  since I began.  I've seen the posts about weight gain and loss of energy but haven't experienced any of that.”,"
10 "
Metoprolol,For High Blood Pressure:,"“Side effects:  swollen ankles, constant cough, headache. Lowers blood pressure”","
6 "
Metoprolol,Metoprolol Succinate ER (metoprolol) for Benign Essential Tremor:,“It minimally reduced the tremors. The most startling side effect was the sudden drop in blood pressure after taking the medication for approximately 1 month to a level of 78/36 for no apparent reason.”,"
5 "
Metoprolol,Metoprolol Tartrate (metoprolol) for Angina:,"“Extreme fatigue
Pressure in my head
Headaches
Dry mouth”","
1 "
Metoprolol,Metoprolol Succinate ER (metoprolol) for Atrial Fibrillation:,"“Keeps my heart rate down to 54-75 which is way better than 170 but I still get AF. I was in AF most of yesterday. I am on low dose, 50mg. Think I need to up it maybe.”","
8 "
Metoprolol,For Migraine Prevention:,“After 32 years of almost daily migraine headaches I have been migraine free since taking 25 mg of Metoprolol daily.”,"
10 "
Metoprolol,For Supraventricular Tachycardia:,"“I've been on 100 mg Metoprolol per day since 2015 due to episodes of A-Fib and works great, no noticeable adverse side effects and my heart rate is well controlled.”","
10 "
Metoprolol,Toprol-XL (metoprolol) for High Blood Pressure:,“Good product few minor side effects.”,"
8 "
Metoprolol,Metoprolol Tartrate (metoprolol) for High Blood Pressure:,“I have skin breakouts from this medication but I don't get migraines anymore or fast heartbeat.”,"
5 "
Metoprolol,Lopressor (metoprolol) for High Blood Pressure:,“It has dramatically reduced my blood pressure and I feel great.  Just a little more tired throughout the day.”,"
9 "
Metoprolol,For High Blood Pressure:,"“Works too well for me, average BP is 100/60 P-60. Only negatives for me are: lack of energy and endurance, restless sleep, daytime sleepyness.”","
8 "
Metoprolol,For Premature Ventricular Depolarizations:,“Metoprolol has not worked for me and my premature ventricular depolarizations”,"
3 "
Metoprolol,Toprol-XL (metoprolol) for Atrial Fibrillation:,"“I HAVE CHRONIC ATRIAL FIBRILLATION (CONVERTED ONCE), WHICH ONLY LASTED 1O DAYS. NOW TAKE 100MG A DAY. RATE 70-85 BPM. Side effects-some drowsiness and fatigue.”","
8 "
Metoprolol,Toprol-XL (metoprolol) for High Blood Pressure:,“Long term hypertensive and one old MI.  IT WORKS.”,"
8 "
Metoprolol,For Benign Essential Tremor:,“This medication has prevented tremors and improved my quality of life.  It also helps with anxiety and headaches.  It is a much milder alternative to Xanax for light anxiety sufferers. ”,"
8 "
Metoprolol,Toprol-XL (metoprolol) for Left Ventricular Dysfunction:,"“Very nice, helped heart, now do sports easy, no more hard breathing”","
8 "
Metoprolol,For Heart Failure:,"“This medication has ruined my quality of life, tired, hungry, hopeless feeling. Haven't had a love life in months. Also, my feet have swelled up so much I  can't walk.”",1
Metoprolol,For Atrial Fibrillation:,"“Bad amount of reactions to this drug, diarrhea, bloating, nausea, extremely tired.”","
5 "
Metoprolol,For High Blood Pressure:,“It will slow heart rate down and lower blood pressure”,"
10 "
Metoprolol,For Premature Ventricular Depolarizations:,"“It did nothing for my pvcs. It caused reduced exercise tolerance, a cough, heaviness of the chest, and asthma like symptoms. And this on a low dose.”","
1 "
Metoprolol,For High Blood Pressure:,“Found that this medicine makes me cough a lot (has continued for 3 months).”,"
1 "
Metoprolol,Toprol-XL (metoprolol) for High Blood Pressure:,“A health care professional and a person who takes this medication .”,"
8 "
Metoprolol,Lopressor (metoprolol) for Angina:,“This medication helps more than anything I have tried I have severe angina. I do recommend this as treatment.”,"
10 "
Metoprolol,For Atrial Fibrillation:,"“Loss of sexual appetite, tingling fingers.”","
7 "
Amlodipine,For High Blood Pressure:,"“Currently going through torture. 3 ER visits, 2 urgent care visits, and 1 PCP visit all in the mnoth of June. My symptoms are getting worse and no one will listen to me. I’m having heart palpitations, muscle cramps, anxiety, upper left back ache/sharp pain. I’ve been on amlodipine for 4 months and my blood pressure has been lowered, but I can’t function like this. 3 EKGs and the last 2 are now showing PVCs, I’m being told the premature heartbeat is harmless but it feels like I’m going to have a heart attack. Each doctor I’ve seen and spoken with has said Amlodipine wouldn’t cause any of this. I don't think they know, my only reason for starting this medication was high blood pressure. Pray for me, I need a doctor who will listen.”","
1 "
Amlodipine,For High Blood Pressure:,"“I was on amlodipine for 3 months after discovering I had high blood pressure
 Before that I was on lisinopil. Both medications was as terrible. From vision changes, hearing a heartbeat sound in my ear. Rapid heart rate, feeling tired. Both meds lowered my blood pressure but it was ruining my life. So I bought a treadmill for about 300 bucks and walked f1 mile a day and lost 20 pounds, take 400mg of magnesium citrate a day. Eat fruits and vegetables and cut down on fatty and unhealthy foods. I weaned off the BP meds myself over a month's time and I no longer take them.. Exercising losing weight and changing your diet will does the trick.”","
1 "
Amlodipine,For High Blood Pressure:,"“61-year old male here. After years of marginally high BP (~130/90), my BP started to climb. My GP started me on diuretics, which made me feel like I was chewing  cotton balls. He switched to Lisinopril. That gave me dizzy spells, often lasting several minutes and striking out of nowhere. I shifted to Losartan, first at 50mg then 100mg. That was a disaster- brain fog, slower reaction time, anger and irritability, inability to concentrate. Now I'm on amlodipine, 10 mg once per day, and am experiencing listlessness, depression, more brain fog, and somnolence. My BP is lower when I'm on these meds. I understand that medical practices get better government ratings and better reimbursements when they keep their patients within certain guidelines, including controlling BP. I feel that there is little concern for the big picture of mental health and well-being. I'm of a mind that I'd rather let my BP issues take me out early rather than eking out a few more months or years feeling like rubbish”","
2 "
Amlodipine,Norvasc (amlodipine) for High Blood Pressure:,"“My BP was 150/85 so Dr. Started me on 2.5mg Norvasc and 3 months later no improvement, so my Norvasc dose was doubled to 5 mg. 3 months later and my BP still 150/85 I have side effects are I am extremely tired, stomach issues and just not feeling like myself so have made the decision to stop taking it, as it wasn't helping at all.  3 weeks later..bp 135/72, another 4 weeks passed..115/58.”","
1 "
Amlodipine,For High Blood Pressure:,"“I was on amlodipine for about 3 month and it was the worst experience ever, I had anxiety, muscle twitching, tremors that have not gone away and I’ve been off of it for a month an still having side affects from it. I had to go Neurologist and cardiologist from all the side effects and 3 trips to ER, it also gives you panic attacks and a really bad burning pain on my upper right thigh. It is the worst drug I have ever been on and my doctor told me I was just going through something in life. Don’t take this drug it is awful.”","
1 "
Amlodipine,For High Blood Pressure:,"“I've been on this drug amlodipine for a few weeks for  high blood pressure, my side effects are I've experienced extremely bad head aches, my arms and legs fell very weak and or heavy, I have pain in my chest. And I feel like I have nasal drip that I can't clear. Also dry mouth strange and dreams. I am taking myself off of it. And let me not forget about the back ache and anxiety .”","
2 "
Amlodipine,For High Blood Pressure:,"“I don’t usually write reviews but felt had to with this. Only took two 5mg tablets and awful side effects and experience. Day 1 severe dizziness headache and very bad chest pain and a wired feeling. Day 2 anxiety through the roof, could not think straight, dizzy, breathless. And blood pressure going up not down. Stopped it and next two days still very high anxiety, breathless and chest tightness. Really wanted this to work and bring down blood pressure and I’m happy to ride out side effects but this drug is scary, thought I’d have to go to A&E but rode it out. Day 3 now since I took the tablets and all improved but now bad stomach pains, diarrhea and back pains. Think it’s all the end of this drug coming out of system . First time I’ve taken blood pressure med and really scared me. Disappointed. I stopped it myself as the doctor would probably say try longer, nope! Maybe more exercise. Not in a hurry to try an alternative one”","
1 "
Amlodipine,For High Blood Pressure:,"“I was prescribed Amlodipine a month ago and let me say it's been the worst month of my life, and I have been through some hard things in my life. I've had every side effect you could think of but the worst for me was the dizziness, lack of appetite, headaches and rapid heartbeat. It causes severe anxiety all I can do is lay and worry because I can't function normally for being so dizzy. I hate this drug with a passion please if you're reading this and experiencing any side effect it only gets worse tell your doctor to switch you. I'm back on Metoprolol as of 3 days ago and very slowly feeling better and hoping it continues.”","
1 "
Amlodipine,For High Blood Pressure:,"“From day one I experienced light headedness and once fainted. After one and a half years, the CONSTANT dizziness was crushing me, I couldn't concentrate, do anything physical, walk far, ride my bike, my work was suffering and I was beginning to feel depressed and hopeless. My doctor finally (why so long?) took me off the amlodipine, and within 48 hours my dizziness had gone, but also I realized that serious back pain that had been torture for over a year faded away. Over the time I took this medicine, my gripes included painful urination, serious muscular pain in my leg and in my back. The worst thing was that my doctor was leaning more and more towards psycho somatic causes and trying to convince me I was provoking the symptoms due to depression. He wanted to put me medication for this. It DISGUSTS me that he didn't listen to me, that he didn't take me seriously, that he didn't take the amlodipine side effects into consideration until I argued with him for nearly an hour about it.”","
1 "
Amlodipine,For High Blood Pressure:,"“I’ve taken amlodipine for a little over a month and I find it very bad every side effect possible I have it: light headed, tightness around head and neck.  Buzzing sounds,  vivid dreams. Can’t sleep, dry mouth, infection in left eye, nervousness and depression ; been off just five days and I feel so so but still drained!!  Who can help get thus pill out my system!!!”","
2 "
Amlodipine,For High Blood Pressure:,"“I started taking amlodipine on November 06 2020. My normal blood pressure around 140/84. Dr. Prescribed amlodipine.  I had headaches, nightmares and crazy anxiety from this medication. I stopped cold turkey and my bp went up to 150/100. I have been off of it for 5 days and I am having heart palpitations bad. I can feel my blood pumping in the back of my neck. I read it takes 11.5 days to get this medication out of the system. I saw an emergency Dr on December 26 2020 and he said he never heard of those side effects. Guess he should read this page and see what that medicine is doing to people.”","
1 "
Amlodipine,For High Blood Pressure:,“I have been on amlodipine besylate for 6 days. I have experienced the following:  extreme anxiety; feels like my heart is trying to beat its way out of my chest; can’t think straight; weird vivid dreams; sleeping on my back and I wake up with a drowning feeling; dry mouth and dry skin.  My blood pressure has been stable.  I am not taking this drug again. Thank Goodness for this site. I will contact my doctor tomorrow.”,"
1 "
Amlodipine,Norvasc (amlodipine) for High Blood Pressure:,"“I have been on this medication since Jan 17 over the past 2 years for high blood pressure. My blood pressure was extremely high for years this was one of the first to bring it back to normal. HOWEVER I started developing SEVERAL different symptoms almost loosing myself from what I believe to be this medication. Constant leg cramps, heavy legs, migraines, elevated liver enzymes (fatty liver disease) and worst of all a dull isolated personality like I wasn’t myself anymore. I felt like I didn’t have any ambition or desire for anything. Not myself anymore. I kept telling my doctor something was wrong until I forgot to take my medicine my mind felt better but was beating out of my chest from not taking it I can hear and feel it pound so hard. THIS MEDICATION CAN RUIN SOMEONES LIFE. I am gonna try natural ways to lower my blood pressure or something else. If you are taking this and feel like you are not yourself anymore and can care less to do anything in life. Talk to your Doc”","
2 "
Amlodipine,Norvasc (amlodipine) for High Blood Pressure:,"“I started taking amlodipine in 2006 for moderate blood pressure. Most of my BP readings is 145/85; I told my primary physician that my now ankles  swell; a chronic headache  after I take it; and earache.  I went to ENT and took a battery of tests which ENT then referred me for a brain scan.  I am debating on that referral.  I stopped taking amlodipine on 9/6 and went to my rheumatologist on 9/11; without taking bp my reading was 143/84  I have come to the conclusion, I want something other than amlodipine.  The reward is not worth the risk.”",1
Amlodipine,For High Blood Pressure:,"“Female Age 77. I started on Amlodipine 5mg 6 weeks ago. My BP when checked by GP had improved so I was delighted. 4 weeks on the side effects increased with tinnitus (ringing ears), intense stomach cramps & the trots (especially during night), tiredness, dizzy spells, weight gain & fluid retention in legs & feet. My skin was tightly stretched & shiny & became bright red with blotches & swelling spreading from both feet, ankles, extending up to calves. I rang Pharmacist who advised I should contact GP. Two phone calls later my GP advised I should stop taking the tablets & an appointment was given for a review. The huge swelling & severe inflammation has subsided but not completely gone. I’ve read that it will take 11.5 days for the drug to be eliminated from my system so hoping I will be back to feeling more normal without these horrid side effects. My quality of life was badly affected by this drug and I feel I’d rather have no treatment than suffer the last few weeks of a living nightmare”","
1 "
Amlodipine,For High Blood Pressure:,"“I was on coveram for 8 years, and then early during the year I developed a cough. So I was asked to take amlopidine 10 mg. After a week ,I started having chest pain, a high racing pulse, hot face and an extreme fatigue, like I had no life. On top of it my right hand was hurting. So I stopped taking them. My symptoms stopped but after 4 days, I woke up and both my knees are swollen and painful. Any one experienced that. My GP said it's probably gout but my instinct says it's that bloody medication. It stays in your system for at least 11.5 days.”","
1 "
Amlodipine,For High Blood Pressure:,"“I’ve been on this medication amlodipine for 20 days..  But I started having night sweats, tired, dizziness, split second fainting. As I kept taking this side affects worsened. I’m constantly fatigue, sleepy, jittery, easily tired and at night my arms feel like they are asleep and have to move them around. Recently my heart is constantly racing that almost called for emergency help. I had to control myself with deep breaths to calm down. I’m checking my pressure 3 times a day because my heart is racing out of control and afraid that I’m having a heart attack.  I’m getting off this meds. And I’m not waiting for the doctor to tell me to do so. This is not for everyone . If I would have known how serious the effects are would have not accepted. The effects that are labeled sound very routine like most drugs do. This drug needs to be more informative and descriptive of how serious the effects are. We’re taking this drug blinding and thinking that the effects are minor. It should be banned!”","
2 "
Amlodipine,For High Blood Pressure:,"“I started taking Amlodipine 4 days ago. The first 2 days I had a slight headache but I knew it was a side effect and was fine with it. But my symptoms gradually got worse. Day 3 chest pain and heart palpitations, extreme dry mouth, Flushing (feeling warm like a fever was coming), fatigue, muscle aches, stomach pain/bloating/gas, yeast discharge, and this weird stinging sensation in my thigh like I was being stung by a bee over and over again. I also had insomnia even though i was exhausted! I stopped taking it today but I’m still feeling the chest pains and palpitations, although they aren’t as intense. I’m going to work out and eat healthy! I can’t deal with these side effects! 

It lowered my blood pressure i think. I’m not sure, it kinda jumped all over the place.”","
2 "
Amlodipine,For High Blood Pressure:,"“Been on amlodipine for about 2 months. I haven’t been able to do anything this entire week because I was EXHAUSTED and had severe anxiety. Writing this review is taking ever bit of strength I have. I’ve spent so much money going to doctors appointments trying to figure out what’s wrong with me. I’m so glad I found this thread of reviews, as my symptoms mimic much of what has been said: earache, headache, fatigue, swollen glands, anxiety, ear ringing, finger pain, etc.

Giving a two because it can bring down BP, SLIGHTLY”","
2 "
Amlodipine,Norvasc (amlodipine) for High Blood Pressure:,“Horrible med I started to have swollen tongue and lips and face. Also hands and feet were swollen. I stopped taking it and slept the night sitting up. I felt depressed and anxiety irritable no energy. I almost died on lisinopril having to rush to hospital with terrible swollen tongue even uvula. They gave me every shot they had which I thought I might die from. Adrenaline shot is the worst. After a few months on norvasc at night laying down each night it got harder to breathe especially through my nose. This is my second day off and I bought 4 natural remedies and I finally feel like myself. I had no desire to do anything. I think these medicines are like poison. I can’t take them and I won’t no matter what. I will do whatever I need to. I almost choked to death trying too swallow scrambled eggs. I am totally done with bp meds unless they are natural. My throat is still bothering me but getting better.”,"
1 "
Amlodipine,For High Blood Pressure:,"“My doctor put me on 5mg of Amlodipine for hypertension. I took 1 dose and was done !!! The insomnia, panic attack, anxiety and thirst was out of control. I already have severe panic , anxiety & PTSD. Why would they give me a medication that has the same side effects of what I already have . I was so scared also had back pain in my kidney area,  and super thirsty ! I drink a lot of water and fluids anyway but I was really worried when I felt as if I just couldn’t drink enough water over the night. I was  waking up every hour with not only the already anxious panic of insomnia and fear I would not ever get more than an hour of sleep at a time again but the feeling of needing water because of dry mouth and thirst really scared me. I think I may have gotten a total of 4 hours of rest the whole night. I definitely do not recommend this medication at all to anyone especially if you are chemically sensitive to medication like me.”","
1 "
Amlodipine,For High Blood Pressure:,"“Taken this drug Amlodipine for 4 months, caused  me lots of side effects, extreme tiredness, swelling of feet and legs and more serious was breathing problems. I wish I had done some research on this bad drug. I have been off this drug for 5 weeks and still have all the side effects. Hopefully the side effects will disappear soon.”","
1 "
Amlodipine,For High Blood Pressure:,"“So I just started on Amlodipine 5 weeks ago because one of my meds metolprolol was giving me terrible sleep hallucinations. It took about one month to really start working. I will say my sleep was so much better and a felt calmer. However, the swollen ankles were terrible. Also 2 weeks in I woke up with a swollen lower lip..Just bizarre. It went away once I got up and iced it..They 2 weeks later it happened again. Plus serious dry mouth and lips...I can't take the dry mouth thing anymore..Just this morning I woke up and my gland under my tongue was swollen... Has anyone else had these mouth issues. I mean maybe it is not even related to Amlodipine IDK but I've never had these till the past 5 weeks.. Any help let me know... I want off.”","
5 "
Amlodipine,For High Blood Pressure:,"“AMLODOPINE MISERY!!! I was started on this poison on May 5.  I went to ER due to left sided chest heaviness that went down my left arm. I have had a ton of stress over the past year.  My BP prior to ER was 170/102.  All tests normal.  Given 5mg of Amlodipine. I only took half for 1.5 weeks then had phone appointment with cardiologist who advised me to increase which lasted 2 days.  Side effects were pulsating feeling in my head,  increased chest heaviness, neck heaviness, extreme tiredness, bones clicking, muscle spasms , blurred vision, numbness in hands, legs and feet, brain fog, weight loss due to loss of appetite, balance is off.      Stopped it a week ago.  I get electrical impulses in my right arm, my whole body feels so heavy hard to walk at times. I have insane hunger, cannot sleep and when I do have a good night sleep it is literally impossible to get out of bed.  Stress test/ echo / 24hr BP monitor this week. Drinking organic hibiscus tea for BP.”",1
Amlodipine,For High Blood Pressure:,"“Ok, so original BP was about 158/98 roughly, went on this drug and it brought this down to 135/88 roughly... I taken the drug for about 3-4 months and the drug works (why I am giving this a score 2). There was 1 large issue for me, the anxiety I felt was off the scale and I almost thought I was going insane at times and I still think this now... I had a weird dream last night and it kept me awake and I have started to be always exhausted. I have stopped taking the drug today just because I could not bare the anxiety this gave me and I've never had these anxiety issues before... I did have other symptoms such as hot face, back ache, twitching finger and thumb and tingles in my right hand. I am going to stop taking this for some time to see if anxiety gets ""less"" and if it does I will not be using this again.”","
2 "
Amlodipine,For High Blood Pressure:,"“Currently going through torture. 3 ER visits, 2 urgent care visits, and 1 PCP visit all in the mnoth of June. My symptoms are getting worse and no one will listen to me. I’m having heart palpitations, muscle cramps, anxiety, upper left back ache/sharp pain. I’ve been on amlodipine for 4 months and my blood pressure has been lowered, but I can’t function like this. 3 EKGs and the last 2 are now showing PVCs, I’m being told the premature heartbeat is harmless but it feels like I’m going to have a heart attack. Each doctor I’ve seen and spoken with has said Amlodipine wouldn’t cause any of this. I don't think they know, my only reason for starting this medication was high blood pressure. Pray for me, I need a doctor who will listen.”","
1 "
Amlodipine,For High Blood Pressure:,"“I was on amlodipine for 3 months after discovering I had high blood pressure
 Before that I was on lisinopil. Both medications was as terrible. From vision changes, hearing a heartbeat sound in my ear. Rapid heart rate, feeling tired. Both meds lowered my blood pressure but it was ruining my life. So I bought a treadmill for about 300 bucks and walked f1 mile a day and lost 20 pounds, take 400mg of magnesium citrate a day. Eat fruits and vegetables and cut down on fatty and unhealthy foods. I weaned off the BP meds myself over a month's time and I no longer take them.. Exercising losing weight and changing your diet will does the trick.”","
1 "
Amlodipine,For High Blood Pressure:,"“61-year old male here. After years of marginally high BP (~130/90), my BP started to climb. My GP started me on diuretics, which made me feel like I was chewing  cotton balls. He switched to Lisinopril. That gave me dizzy spells, often lasting several minutes and striking out of nowhere. I shifted to Losartan, first at 50mg then 100mg. That was a disaster- brain fog, slower reaction time, anger and irritability, inability to concentrate. Now I'm on amlodipine, 10 mg once per day, and am experiencing listlessness, depression, more brain fog, and somnolence. My BP is lower when I'm on these meds. I understand that medical practices get better government ratings and better reimbursements when they keep their patients within certain guidelines, including controlling BP. I feel that there is little concern for the big picture of mental health and well-being. I'm of a mind that I'd rather let my BP issues take me out early rather than eking out a few more months or years feeling like rubbish”","
2 "
Amlodipine,Norvasc (amlodipine) for High Blood Pressure:,"“My BP was 150/85 so Dr. Started me on 2.5mg Norvasc and 3 months later no improvement, so my Norvasc dose was doubled to 5 mg. 3 months later and my BP still 150/85 I have side effects are I am extremely tired, stomach issues and just not feeling like myself so have made the decision to stop taking it, as it wasn't helping at all.  3 weeks later..bp 135/72, another 4 weeks passed..115/58.”","
1 "
Amlodipine,For High Blood Pressure:,"“I was on amlodipine for about 3 month and it was the worst experience ever, I had anxiety, muscle twitching, tremors that have not gone away and I’ve been off of it for a month an still having side affects from it. I had to go Neurologist and cardiologist from all the side effects and 3 trips to ER, it also gives you panic attacks and a really bad burning pain on my upper right thigh. It is the worst drug I have ever been on and my doctor told me I was just going through something in life. Don’t take this drug it is awful.”","
1 "
Amlodipine,For High Blood Pressure:,"“I've been on this drug amlodipine for a few weeks for  high blood pressure, my side effects are I've experienced extremely bad head aches, my arms and legs fell very weak and or heavy, I have pain in my chest. And I feel like I have nasal drip that I can't clear. Also dry mouth strange and dreams. I am taking myself off of it. And let me not forget about the back ache and anxiety .”","
2 "
