drug,condition,review,rating,effect,full_review,reviewLength,textBolbSubjectivity,textBolbPolarity,textBolbSentiment,vaderPolarity,vaderSentiment
Losartan,For High Blood Pressure,"taken losarten since nov, high blood pressure. stuffy nose terrible panic attacks randomly. pain knee hip. become depressed extremely anxious. good medication doesnt bring bp all. taking dr wants take another extra dose.mg l refuse cannot begin contemplate much l suffer dreaded stuff. going research options get this. enough.",1,,"Taken Losarten since Nov 2017, for high blood pressure. Have stuffy nose and terrible panic attacks randomly. Pain in knee and hip. Become very depressed and extremely anxious. Not a good medication for me and it doesnt bring my bp down at all. Taking 25mg and Dr wants me to take another extra dose of 12.mg but l refuse as cannot begin to contemplate how much more l will suffer with more of the dreaded stuff. Am going to research other options now and get off this. Had enough.",326,0.5044444444444445,-0.054444444444444434,Negative,-0.9767,Negative
Losartan,For High Blood Pressure,"prescribed medication take hbp. im currently taking spironolactone day along it. didnt lower blood pressure much spiro itself. blood pressure still sat days taking it, started feeling nauseous day, couldnt eat felt ill. didnt eat nearly days straight. stopped taking medication couldnt handle sickness, within next day, nausea went away. caused hard time sleeping, forgetting things constantly. couldnt remember simple things daily routine would forget sometimes.",1,,"I was prescribed this medication to take for HBP.  Im currently taking 100mg of spironolactone a day along with it.  It didnt lower my blood pressure much more than the spiro did by itself.  My blood pressure still sat at about 14595.  After about 3 days of taking it, I started feeling a nauseous. By the 5th day, I couldnt eat because I felt so ill.  I didnt eat for nearly 4 days straight.  I stopped taking the medication because I couldnt handle the sickness, and within the next day, the nausea went away.  It caused me to have a very hard time sleeping, and I was forgetting things constantly.  I couldnt remember simple things I did in my daily routine and would forget where I was sometimes.",463,0.3632142857142857,-0.029166666666666664,Negative,0.6365,Poitive
Losartan,For High Blood Pressure,"taking losartan tabs almost one year. previously prescribed lisinopril high blood pressure issues dry cough gave way annoying. took almost weeks see bp decrease. readings almost never resting heartbeat averages bpm. havent noticed side effects, dry cough, anxiety issues. agree commenters, drug without issues many patients, fits needs satisfied results. might add active get lots exercise. anxiety issues might find daily exercise relief.",5,,"I have been taking Losartan 50mg tabs for almost one year.  Previously I was prescribed Lisinopril for high blood pressure issues but the dry cough it gave me was just way too annoying.  It took almost 6 weeks to see my bp decrease.  Now my readings are almost never over 12065 and my resting heartbeat averages 60 bpm.  I havent noticed any side effects, no dry cough, no anxiety issues.  I agree with other commenters,  no drug is without issues for many patients, but this fits my needs and I am very satisfied with the results. I might add that I am very active and get lots of exercise.  Those with anxiety issues might find that daily exercise will be of some relief.",439,0.5451851851851851,-0.008148148148148142,Negative,0.5859,Poitive
Losartan,For High Blood Pressure,"started taking losartan saturday january daily dose milligram, developed dry cough lasted approximately hours, coughing every minutes. coughed hard eventually blood spotting spit. developed massive headache vomiting. night developed high temperature approximately degrees. went urgent care medical attention told side effects follows; heart rate increased approximately beats per minute beats per minute. increased blood pressure. pain jaw right bicep. urinating approximately every minutes. horror!",1,,"Started taking losartan on Saturday January 23rd, 2016. After my 3rd daily dose of 50 milligram, I developed a dry cough that lasted approximately 6 hours, and I was coughing about every 3 minutes. I coughed so hard that eventually had blood spotting in my spit. I developed a massive headache and I was vomiting. Over the night I developed a high temperature of approximately 102.2 degrees. I went to Urgent Care for some medical attention and told of all the side effects I was having which were as follows; heart rate was increased from approximately 78 beats per minute - 114 beats per minute. Had increased blood pressure of 160  104. Had pain in jaw  and right bicep. I was urinating approximately every 20 minutes. And more horror!",499,0.4655272108843536,-0.09375850340136058,Negative,-0.4003,Negative
Losartan,For High Blood Pressure,"every single thing side affects menu happened me. stomach muscle felt like ribs choking it, went way back kidneys are, couldnt get bed hours, called doctor, never called back. changing doctors. now, seek medical attention kidneys, never issue, one bothered allergy test medication. worst hours life. know medication works people, please get tested take it, took one dose give reaction.",1,,"Every single thing that is on the side affects menu happened to me. My stomach muscle felt like my ribs were choking it, and it went all the way to my back where my kidneys are, I couldnt get out of bed for 36 hours, and when I called the doctor, they never called back. Will be changing doctors. So now, I have to seek medical attention for my kidneys, which were never an issue, because no one bothered to do an allergy test on me for this medication. It was the worst 48 hours of my life. I know this medication works for other people, but please get tested before you take it, it only took one dose of 50mgs to give me this reaction.",385,0.24285714285714283,-0.21428571428571427,Negative,-0.3265,Negative
Losartan,For High Blood Pressure,"doctor arbitrarily switched triampterene losartan weeks ago. first weeks ok, tiredness overall didnt feel great blood pressure went up. three weeks started getting horrible migraines every day, ears ringing time horrible pressure head. also numbness legs arms. felt horrible, take time work, finally went back urgent care got switch back triampterene. blood pressure back was, headaches slowly getting better days now. cant wait side effects poison gone. didnt work well all.",1,,"A doctor arbitrarily switched me from Triampterene to Losartan 5 weeks ago. The first 3 weeks were ok, tiredness and overall didnt feel great but my blood pressure went up. Three weeks in started getting horrible migraines every day, my ears were ringing all the time and horrible pressure in my head. Also had numbness in legs and arms. Felt horrible, had to take time off work, finally went back to urgent care and got them to switch me back to the triampterene.   Blood pressure has been back down where it was, headaches slowly getting better. 4 days off now. I cant wait for the side effects of this poison to be gone. Didnt work well for me at all.",475,0.505952380952381,-0.09642857142857142,Negative,-0.9494,Negative
Losartan,For High Blood Pressure,"took drug. made feel horrible one week. lowered bp points. got this, started taking beetroot first days it, bp average!! beetroot excellent alternative!!! losoratan also gave severe cramps joints pain!! possible, find natural remedy!!",2,,"I took this drug at 25MG.  Made me feel horrible after one week.  Lowered my BP only 3 points. I got off of this, and started taking Beetroot  and for the first 3 days on it, BP has been 12382 on average!! Beetroot is an excellent alternative!!!  Losoratan  also gave me severe cramps in my joints and pain!!  If possible, find a natural remedy!!",234,0.688888888888889,0.028645833333333332,Poitive,-0.7067,Negative
Losartan,For High Blood Pressure,"started losartan week ago due high blood pressure im male, bp highest averaging heart rate beats per min, im stone weight overall bad shape. diet best honest, tablets knocked, tired lethargic, like somebodys taken spark me, today instruction doctors gone daily, well havent really got bed day apart little food apple juice. another week yet im looking forward this. advise increasing energy levels would greatfull",3,,"Started Losartan 25mg about a week ago due to high blood pressure Im 35 male, BP at its highest 170115 but averaging about 15598 heart rate of 49-54 beats per min, Im about a stone over weight but overall not in bad shape. Diet is not the best to be honest, these tablets have knocked me for 6, so tired and lethargic, like somebodys has taken the spark out of me, today under instruction from the doctors have gone up to 50mg daily, well I havent really got out of bed all day apart for a little food and some apple juice. I have another week of this yet Im not looking forward to this. Any advise on increasing energy levels would be greatfull",413,0.3892424242424243,0.04977272727272728,Poitive,0.6486,Poitive
Losartan,Cozaar (losartan) for Diabetic Kidney Disease," dose months. blood pressure good, kidney function bit better-however, gained weight so, changes diet) also gives vivid, violent wild dreams sometimes.",4,,"Been on a 25mg dose for a few months. Blood pressure is good, kidney function is a bit better-however, I have gained some weight (7-10lbs or so, with no changes to diet) and it also gives me some vivid, violent wild dreams sometimes.",151,0.6875,0.03124999999999998,Poitive,0.2732,Poitive
Losartan,For High Blood Pressure,high blood pressure side effect medication. i’m already ideal weight eat healthy. medication low dose mg worked immediately dropping blood pressure.,5,,I have high blood pressure as a side effect of medication.  I’m already at my ideal weight and I eat healthy. The medication at the low dose of 0.25 mg worked immediately dropping my blood pressure down to 11776 from 15892. In,148,0.585,0.39,Poitive,0.1531,Poitive
Losartan,For High Blood Pressure,"female age. presented eye exam (march) freakishly high bp) doctor sent nearby clinic immediately exam. physician prescribed losartan mg metoprolol. month later heart attack. monitor pressure twice daily random times. average) four months ago, became vegan. meat, fish, dairy, eggs oil. bp started plummeting weeks it. month ago started noticing bp much lower usual) good thing, feeling faint eating) not. seems likely postprandial issue since doesnt happen snack throughout day. recently issues insomnia though.",4,,"Female age 67.  I presented at an eye exam (March 2016) with freakishly high BP. (266177)  That doctor sent me to a nearby clinic immediately after the exam.  That physician prescribed 100Mg Losartan and 25 mg Metoprolol.  A month later I had a heart attack.  I now monitor my pressure twice daily at random times.  Average (14580)  Four months ago, I became vegan.  No meat, fish, dairy, eggs or oil.  BP started plummeting about 2 weeks into it.  About a month ago started noticing BP much lower than usual, (12071) this is a good thing, but feeling faint after eating (9066) is not.  It seems that this is likely a postprandial issue since it doesnt happen if I snack throughout the day.  Recently having issues with insomnia though.",511,0.40888888888888886,-0.02833333333333334,Negative,-0.5994,Negative
Losartan,For High Blood Pressure,every side effect. take mg taking morning could hardly pick legs up. pain everywhere. sluggish. want go back lay down. motivation. called doctor get another pill less side effects response per nurse lowest dose cant stand side effects dont take one miserable lady mad doctor,1,,"I have every side effect. I take 25 mg  and was taking in the morning but I could hardly pick my legs up.
Pain everywhere. Very sluggish. All
I want to do is go back and lay down. No motivation. Called Doctor to get another pill with less side effects and his response was per the nurse you are on the lowest dose and if you cant stand the side effects just dont take it I am one miserable lady and just mad at my Doctor
",274,0.48287037037037034,-0.3731481481481482,Negative,-0.7559,Negative
Losartan,For High Blood Pressure,"im years old moderately high blood pressure. medication two weeks. beginning ive extreme fatigue point wanting lay bed day (thankfully self-employed) thought would pass hasnt. two weeks developed pretty bad stomach pain, bad constipation leg cramps. really alarmed-especially stomach pain- realized symptoms could caused losartan see others experienced same. follow-up gp next week check ive medication discuss him. something pass ill stick reading posts im concerned symptoms could something lasts.",1,,"Im 49 years old and on this for moderately high blood pressure. I have only been on this medication for two weeks. From the beginning Ive had extreme fatigue to the point of just wanting to lay in bed all day (thankfully I am self-employed) and thought it would pass but it hasnt. Now two weeks in I have developed pretty bad stomach pain, BAD constipation and leg cramps. I was really alarmed-especially over the stomach pain- and then realized that my symptoms could be caused from the losartan and see others have experienced the same. I have a follow-up with my GP next week to check how Ive been doing on the medication and so will discuss this with him. If its something that will pass Ill stick it out but reading some of these posts Im concerned that the symptoms could be something that lasts.",499,0.5498611111111111,-0.0345833333333333,Negative,-0.9468,Negative
Losartan,Cozaar (losartan) for High Blood Pressure,"excellent medicine. take cozaar day coreg twice dilated cardiomyopathy. also history frequent pvcs min) v-tachycardia, things calmed chest greatly. like fireworks show going on. cozaar god send enalapril caused fierce cough case pancreatitis weeks left hospitalized days. im almost much energy regular yr old.",5,,"This has been an excellent medicine.  I take 25mg Cozaar a day and 12.5 Coreg twice for dilated Cardiomyopathy.  I also have a history of frequent PVCs (8 to 15 a min) and V-Tachycardia, and things have calmed down in my chest greatly.  It was like a fireworks show going on.  The Cozaar was a God send after the Enalapril caused a fierce cough and a case of Pancreatitis after only 7 weeks that left me hospitalized for 10 days. Im 41 and have almost as much energy as a regular 41 yr old.",309,0.36098901098901104,0.31428571428571433,Poitive,0.9004,Poitive
Losartan,For High Blood Pressure,"ive losartan years. havent issue past months. ive experiencing dizziness, headaches, generally nausea malaise... significant amount hair loss. ive checking blood pressure multiple times daily past week bp reading higher placed bp meds. diastolic become symptomatic - dizziness, nausea, headache, heart pounding... etc. thinking symptoms could thyroid related... however reading others posts im wondering losartan. high bp meds quiet concerning. hair loss depressing... manageable. contacting dr monday.",3,,"Ive been on Losartan for 2.5 years. I havent had an issue with it until the past 4-6 months. Ive been experiencing dizziness, headaches, generally nausea and malaise... and a significant amount of hair loss. Ive been checking my blood pressure multiple times daily for the past week and all bp reading have been higher than before I was placed on bp meds. When my diastolic is above 100mmHg is when I become symptomatic - dizziness, nausea, headache, heart pounding... etc. I have been thinking these symptoms could be thyroid related... however now after reading others posts and Im wondering if its not the losartan. The high bp on meds has been quiet concerning. The hair loss has been depressing... but manageable. contacting DR on Monday.",502,0.4134848484848485,-0.024090909090909086,Negative,-0.6124,Negative
Losartan,Cozaar (losartan) for High Blood Pressure,"discernible side effects. taken years works me. blood pressure less previously, although watch diet exercise now, helps.",5,,"No discernible side effects. 
I have taken it for more than 3 years and it works for me. I now have blood pressure less than 12080 which was previously 140120, although I watch my diet and exercise now, which helps.",120,0.11666666666666667,-0.16666666666666666,Negative,0.1027,Poitive
Losartan,For High Blood Pressure,"ive problems all. lowered blood pressure normal. scared start read reviews here, meds year, dr started lisinopril, horrible headaches made itch really bad, suggested this.",5,,"Ive had no problems at all. Lowered my blood pressure from 13090 to normal. I was scared to start it because I read the reviews here, but after being off all meds for a year, my Dr started me on Lisinopril, but I had horrible headaches and it made me itch really bad, so he suggested this.",171,0.7722222222222221,-0.5166666666666666,Negative,-0.9392,Negative
Losartan,Cozaar (losartan) for High Blood Pressure,"taking enalapril six months coughing lot. switch losartan potassium far lowered blood pressure better enalapril, however, still coughing. annoying probably ask change another medicine.",1,,"I was taking enalapril for about six months and was coughing a lot. I just switch to Losartan potassium and so far it lowered my blood pressure better than enalapril, however, I am still coughing. It is very annoying and I will probably ask to be change again to another medicine.",184,0.7999999999999999,-0.0666666666666667,Negative,-0.3612,Negative
Losartan,For High Blood Pressure,losartan months blood pressure decreased. tried lisinopril previously worked gave daily hacking cough. seems working notice blood pressure seems wear last full hours. drinking lots water important eating much potassium rich foods.,4,,Have been on Losartan 50mg for 3 months blood pressure decreased to 13885 from 15598. Had tried Lisinopril previously which worked but gave me the daily hacking cough.  Seems to be working but I do notice at my blood pressure is about 14590 so it seems to wear off and not last the full 24 hours. Drinking lots of water is important and not eating too much potassium rich foods.,230,0.4291666666666667,0.09479166666666666,Poitive,0.25,Poitive
Losartan,For High Blood Pressure,"started lorsartan daily, bp went first, became higher, increased bid, worked bp decreasing awhile bp increased lorsartan daily, bp decreased, next staying up, wanted change bp meds, instead bid. started insomnia, bp yesterday. highest average now. legs hurt hard walk stand. leg cramps night often, headaches every night, nauseated since started lorsatan, vomit occasionally. intense back pain shoulders, right side liver hurts everyday now, im tired time, brain fog worse, go see doctor month. get dizzy occasionally. least lost upside. im decreasing bp meds see feel better. lower back pain daily. havent gain weight abdomen getting larger.",1,,"I started on lorsartan 50mg daily, bp went down at first, then became higher, so increased to 50mg Bid, worked with bp decreasing for awhile then  BP increased so my Lorsartan to 100mg daily, again bp decreased, next it was staying up, wanted to change the bp meds, instead 100mg Bid.  I started with  insomnia, bp at 130s80s, now it is up to 226122 yesterday.  and this is the highest, 190s100 average now.  My legs hurt and its hard to walk or stand for more than 15min.  Have leg cramps at night more often, headaches every night, nauseated since I started the lorsatan, now I vomit occasionally.  Intense back pain between my shoulders, my right side here my liver hurts everyday now,  Im tired all the time, brain fog is worse, I go see the my doctor this month.  I get dizzy occasionally.  At least I lost 30lbs the upside.  Im decreasing the bp meds on my own to see if I feel better.  My lower back is in pain daily.  I havent gain any weight but my abdomen is getting larger.",642,0.3955357142857142,-0.05279761904761905,Negative,-0.9516,Negative
Losartan,For High Blood Pressure,"took time getting used low dose thought deserved chance since meds disaster me. beginning, sharp muscle spasms back eventually subsided. started getting bad dizzy spells one forced pull driving. good. dr. said discontinue. it’s diet exercise. bp normal last night.",2,,"Took some time getting used to a low dose of 25mg but I thought it deserved a chance since other meds were a disaster for me. In the beginning, sharp muscle spasms in my back which eventually subsided. Started getting bad dizzy spells one of which forced me to pull over while driving. Not good. Dr. said discontinue. Now it’s just diet and exercise. BP normal. 10967 last night.",264,0.4041666666666667,-0.034375,Negative,-0.8658,Negative
Losartan,For High Blood Pressure,"losartan gave painful backaches pretty severe swelling hands feet. this, take potassium supplement backache hztc fluid retention. like take two medications control side effect one medication. issues got control, given chronic diarrhea switch. aside, losartan control blood pressure well, ive issues norvasc, lisinopril, bystolic, clonadine. maybe im sensitive. hard control blood pressure, might powerful drug work you. ended er (on norvasc) losartan hctz got control really quickly.",2,,"Losartan gave me painful backaches and pretty severe swelling in my hands and feet.  Because of this, I had to take a potassium supplement for the backache and then hztc for the fluid retention.  I do not like having to take two medications to control the side effect of one medication.  Those issues got under control, but now it has given me chronic diarrhea so I have to switch.  All that aside, Losartan does control my blood pressure very well, and Ive had issues with Norvasc, Lisinopril, Bystolic, and Clonadine.  Maybe Im sensitive.  If you have hard to control blood pressure, this might be a powerful drug that will work for you.  I ended up in the ER once with 220150 (on Norvasc) and Losartan HCTZ got me in control really quickly.",483,0.7059523809523809,-0.0011904761904761862,Negative,0.0772,Poitive
Losartan,For High Blood Pressure,"taking losartan months year. immediately horrible insomnia. doctor gave different things help sleep much use. tried dividing dose take half morning almost passed grocery store, limited half evening only. past month increase migraines nearly every day whereas used get couple times month. past weeks developed painful sinusitis prescribed antibiotics prednizone. doesnt seem helping. tried going back whole dose awake horrible headache bp seems higher ever.",1,,"I have been taking Losartan for between 6 months and a year.  I immediately had horrible insomnia.  Doctor gave me different things to help with sleep but not much use.  I tried dividing the dose and take half in the morning and almost passed out in the grocery store, so I limited it to half in the evening only. For the past month I have had an increase in migraines to nearly every other day whereas I used to get them only a couple times a month.  Now over the past 2 weeks I have developed painful sinusitis and been prescribed antibiotics and prednizone.   Doesnt seem to be helping.  Tried going back on whole dose and was awake at 2 am and have horrible headache and my BP seems higher than ever.",456,0.45476190476190476,-0.17217261904761905,Negative,-0.8266,Negative
Losartan,For High Blood Pressure,"im losartan hctz day. started blood pressure range upper always lower since starting med. honestly get first days side effects youll fine. first days sweating lot, peeing lot, got little light headed twice, tired. im still sleepy majority side effects let pretty quickly. im even peeing much...and sexual side effects whatsoever. afraid take med, finally took med, feel% percent better.",1,,"Im on Losartan HCTZ 50mg once a day. Before I started it my blood pressure was 185113. Now 120-130 range upper always 70-80 lower since starting the med.  Honestly if you can get through the first few days of the side effects youll be fine.  The first few days I was sweating a lot, peeing a lot, got a little light headed once or twice, and very tired.  Im still sleepy but the majority of the other side effects let up pretty quickly.  Im not even peeing as much...and no sexual side effects whatsoever.  I was afraid to take the med, I finally took the med, and I feel 100% percent better.",386,0.5866666666666667,0.15416666666666665,Poitive,0.5574,Poitive
Losartan,For High Blood Pressure,ran losartan could get refill days. using personal bp cuff blood pressure ran almost. scary. got refill taking pill day days blood pressure back. quite happy worked relatively quickly im back normal range.,4,,I ran out of losartan and could not get a refill for about 10 days. Using my personal BP cuff my blood pressure ran up to almost 200120. Scary. I got my refill and after taking 1 pill a day for 3 days my blood pressure is back to 135-14085-90. I am quite happy that it worked relatively quickly and Im back in the normal range. I am 71.,205,0.49166666666666664,0.07500000000000001,Poitive,-0.3213,Negative
Losartan,For High Blood Pressure,"medicaid landed new doctor. took inderol despite side effects. felt outdated blood pressure still high. learned losartan made sick caution advised giving patient medical issues. sle lupus, raynauds, gerds, migraines, osteo, edema, prone ulcers, bronchitis, pneumonia, suffer frequent joint pain. severe side effects losartan sent er day. legs weak wobbly point nearly falling, extreme severe knotted cramps feet lasting half hour spread sharp stinging pain entire body, severe pressure around head, minor trembling, severe joint pain, total exhaustion. also dry eyes mouth, constant peeing. bad drug! dangerous!",1,,"Medicaid landed me with new doctor. Took me off Inderol despite no side effects. He felt it outdated and blood pressure still too high. Learned after Losartan made me very sick caution is advised in giving to patient with my medical issues. Have SLE lupus, Raynauds, Gerds, Migraines, Osteo, Edema, prone to Ulcers, Bronchitis, Pneumonia, suffer frequent joint pain. Severe side effects from Losartan sent me to ER by day 3. Legs weak and wobbly to point of nearly falling, extreme severe knotted cramps in feet lasting over half hour that spread with sharp stinging pain over entire body, severe pressure around head, minor trembling, severe joint pain, total exhaustion. Also dry eyes and mouth, constant peeing. Bad drug! Dangerous!",611,0.5158783321941216,-0.16585554796081112,Negative,-0.9917,Negative
Losartan,For High Blood Pressure,"switched ace arb due mild cough. cough got worse, came tiredness, anxiety, loose bowels heart palpitations days med discontinuing. ohs avr surgery honestly feeling great till started med. time find something else doesnt ruin overall well-being.",2,,"I switched from and ACE to an ARB due to a mild cough.  The cough got worse, then came the tiredness, anxiety, loose bowels and heart palpitations.  After 12 days on this med I am discontinuing.  I have had OHS and AVR surgery and honestly was feeling great till i started this med.  Time to find something else that doesnt ruin my overall well-being.",244,0.4848901098901099,0.16163003663003664,Poitive,0.678,Poitive
Losartan,For High Blood Pressure,"itching, runny nose, worse all, weight gain, might add exercise times per week, low impact high intensity, pescatarian, eat healthy, well balanced meal dont eat dairy carbs, one medicine cause nearly lbs weight gain quickly, every effort lose weight, nothing worked, even diet three months lost, one inch!!!! unbelievable! changed ramipril, apparently arbs cause weight gain, except micardis actually reduce weight, but! found increase risk lung cancer (moderately) quite concerning, shame would swapped onto that.",1,,"Itching, runny nose, but worse of all, weight gain, I might add I exercise 3-4 times per week, Low Impact High Intensity, I am a Pescatarian, I eat a healthy, well balanced meal and dont eat dairy and few carbs, how can one medicine cause nearly 21 lbs in weight gain so quickly, every effort to lose weight, nothing worked, I even did the 5:2 diet for three months and lost, not one inch!!!! Unbelievable! So I changed to Ramipril, apparently all ARBs cause weight gain, except Micardis which can actually reduce weight, but! has been found to increase the risk of Lung cancer (Moderately) which is quite concerning, such a shame as I would have swapped onto that.",514,0.49899999999999994,0.09113020833333332,Poitive,-0.8816,Negative
Losartan,For High Blood Pressure,"started year ago,then started severe chest back pain ,with shortness breath, loss voice. went er ,first time said chronic bronchitis, breathing treatments made worse. next time er said asthma attack. finally got cardiologist said medication causing it. going though heart cath started skipping losartan day take couple days. took today due increase bp, back chest pain shortness breath. stopping week try comes back talk pcp changing taking bp med .. bp great losartan",2,,"Started about a year ago,then started having severe chest and back pain ,with shortness of breath, and loss of my voice. Went to ER ,first time they said chronic bronchitis, breathing treatments only made it worse. Next time in ER they said it was asthma attack. Finally got to cardiologist who again said it was not my medication causing it. After going though heart cath I started skipping my losartan once a day then did not take it for couple days. Took it today due you increase in bp, now having same back and chest pain and shortness of breath.  Stopping it for week then try again if this comes back will talk to pcp about changing it or not taking bp med at all ..   My bp has been great with out losartan. 12574",468,0.33981481481481485,0.058333333333333334,Poitive,-0.8979,Negative
Losartan,For High Blood Pressure," mg losartan switching amlodipine. probably caused symptoms like cant take deep breath, cough. need urinate often relaxes blood vessels, makes sense. exercise best thing keep bp im trying lose weight get bp medications completely. walk treadmill stairmaster lunch bp lower days exercise. encourage everyone really try lose pounds - lose even pounds probably lower dose medication (under doctors advice) smaller dosage need take, fewer side effects have! try - wish luck!",4,,"I am on 37.5 mg Losartan after switching from amlodipine. It has probably caused symptoms like I cant take a deep breath, having a cough.  I need to urinate often and it relaxes your blood vessels, so that makes sense.  Exercise is the best thing to keep my BP down and Im trying to lose weight so I can get off BP medications completely.   I walk on the treadmill or stairmaster at lunch and my BP is lower on days I exercise. I encourage everyone to really try to lose just 10 pounds - if you lose even 10 pounds you can probably lower your dose of the medication (under your doctors advice) and the smaller dosage you need to take, the fewer side effects you will have!  Just try it - I wish you luck!",470,0.36,0.26,Poitive,0.8065,Poitive
Losartan,Cozaar (losartan) for High Blood Pressure,thought drug effective bringing blood pressure average. three days began get nauseous called doctor ninth day. said would change another prescription.,4,,I thought this drug very effective bringing down my blood pressure from an average 146 over 89 to 120 over 70.  After three days I began to get more and more nauseous until I called the Doctor on the ninth day.  He said we would change to another prescription.,150,0.6,0.22499999999999998,Poitive,0.2263,Poitive
Losartan,For High Blood Pressure,"lostartan year. first noticed fluid weight gain. swelling arms, legs face. sore muscles legs unable move quickly normally been. taking mg daily blood pressure elevated higher starting. dr increased dosage mg daily form mg twice daily. symptoms went bad worse, uncontrollable itching almost whole body. diminished kidney function. thick wall bladder needs biopsy. red blood cells present urine. frequent nausea weight dropped. stopped cold turkey weeks ago itching stopped symptoms remain. dont know long term effects caused know health deteriorated.",1,,"I have been on lostartan for 1 year. At first I noticed fluid weight gain. Swelling in arms, legs and face. I had sore muscles in legs and was unable to move as quickly as I normally had been. After taking 50 mg once daily my blood pressure elevated higher than before starting. Dr increased my dosage to 100 mg daily in the form of 50 mg twice daily. Then my symptoms went from bad to worse, uncontrollable itching on almost my whole body. I had diminished kidney function. I have a thick wall on my bladder which needs biopsy. Red blood cells present in urine. I have frequent  nausea and weight dropped from 205lb to 155lb. I have just stopped cold turkey over 3 weeks ago the itching stopped but some other symptoms remain. Dont know what long term effects this has caused but I do know my health has deteriorated.",549,0.3347222222222222,-0.08888888888888888,Negative,-0.8779,Negative
Losartan,For High Blood Pressure,"i’ve losartan months. it’s horrible could figure wrong running bathroom non stop horrible diarrhea gas, gas gas. doc link problems horrid pill. decided miss couple guess diarrhea gone gas gone. still gas nothing like pill. thanks",1,,"I’ve been on losartan for 2 12 months. It’s horrible I could not figure out what was wrong running to the bathroom non stop horrible diarrhea and gas, gas and more gas. My doc did not link my problems to this horrid pill. I decided to just miss a couple does guess what diarrhea gone gas gone. I still have some gas but nothing like I had on this pill. No thanks",229,0.775,-0.575,Negative,-0.9706,Negative
Losartan,For High Blood Pressure,"lowered blood pressure, huge dips bp left exhausted dizzy. year med, severe muscle cramps, horrible stabbing headaches, stiff muscles, severe heartburn weight gain. told doc shrugged. trouble breathing lisinopril (my throat closed up) took prior this. stopped taking medication began taking magnesium calcium bp rising symptoms gone. go figure......",1,,"While it lowered my blood pressure, I had huge dips in bp which left me exhausted and dizzy. After a year on this med, I had severe muscle cramps, horrible stabbing headaches, stiff muscles, severe heartburn and weight gain. I told my doc about this and he just shrugged. I had trouble breathing on Lisinopril (my throat just closed up) which I took prior to this. I stopped taking the medication and began taking Magnesium and Calcium and my bp is not rising but my symptoms are all gone. Go figure......",349,0.4666666666666667,-0.23492063492063492,Negative,-0.9173,Negative
Losartan,For High Blood Pressure,taken micardis. worked well. dr. said could go lisinopril. would much cheaper. terrible cough. switched losartan. week cough much worse. problem paying micardis. im going back.,1,,Had taken Micardis. Worked very well. Then Dr. said I could go on lisinopril. It would be much cheaper. Had a terrible cough. Then he switched me to losartan. Been on this a week and cough is much worse. I did not have a problem paying for Micardis. Im going back.,176,0.44999999999999996,-0.30000000000000004,Negative,-0.7783,Negative
Losartan,For High Blood Pressure,initially prescribed lisinopril made dizzy short breath along dreaded cough could lay couch. days giving body chance adjust meds asked dr something else. prescribed losartan. immediately felt like old self side effects whatsoever.,5,,I was initially prescribed lisinopril which made me so dizzy and short of breath along with the dreaded cough that all I could do was lay on couch.  After a few days of giving my body a chance to adjust to meds I asked dr for something else. She prescribed Losartan. I immediately felt like my old self with NO side effects whatsoever.,230,0.16666666666666666,0.03333333333333333,Poitive,0.0772,Poitive
Losartan,For High Blood Pressure," year old overweight male, need say more. dr put lorsartan reading annual physical. research wouldnt predispose side effects. day intense hours taking pill. leaving work day convinced stroke heart attack. er cleared me. lightheaded, dizzy, skin numbness tingling, palpitations, fatigue overall bundle nerves. cut pill half, little reduce side effects. within week quit taking it. blood pressure. blood pressure. tourrettes kid circuit meds....haldol, clonidine, orap, name it. dystonia, low bp, rapid weight gain. know sensitive medications. hopefully post helps someone.",2,,"47 year old overweight male, need I say more.   Dr put me on 25mg of lorsartan because of a 12088 reading at annual physical.  Did no research so I wouldnt predispose myself to side effects. From day 1 they were intense 6-8 hours after taking the pill.  Leaving work on day 1 I was convinced I was having a stroke or a heart attack.  ER cleared me.  Lightheaded, dizzy, skin numbness and tingling, palpitations, fatigue and overall bundle of nerves.  Cut the pill in half, did little to reduce the side effects.  Within a week I quit taking it.  Blood pressure on it 10371.  Blood pressure off it 11879.  I was a Tourrettes kid in the 80s so I did the circuit of meds....haldol, clonidine, orap, you name it.  Dystonia, low BP, rapid weight gain. I know I am sensitive to medications.  Hopefully this post helps someone.",571,0.38095238095238093,0.05458333333333334,Poitive,-0.6705,Negative
Losartan,For High Blood Pressure,"sure much drama here.... first bp med worked year so, then, back so. physical issues meds. since changing losartan, little year ago, bp stays around. said before, issues attribute problems it. give losartan thumbs intended for.",4,,"Not sure why there is so much drama here....
My first BP med worked for a year or so, then, I was back up to 16590 or so. I have a few physical issues so am on some other meds. 
Since changing to Losartan 100mg, which was a little over a year ago, my BP stays around 13062. As I said before, I do have other issues so I can not attribute any other problems with it. 
I give Losartan a thumbs up for doing what it is intended for.",227,0.34417989417989414,0.12708333333333333,Poitive,-0.1027,Negative
